Symbol,Citation,Gene Name,Identified by Phenotype,MaizeGDB Link,GenBank ID,Chromosome,Strand,B73 refgen2 Gene,Subgenome,Comments,Proofing Link,Local duplicates,Homeolog,Sorghum Ortholog,Setaria Ortholog,Rice Ortholog,Brachy Ortholog,Pan-grass panel Link,Gene Model IDed by MaizeSequence.org,UC-Berkeley vs. Maizesequence.org,Link to compare genes where our assignments differed,Analysis of disagreements between maizesequence.org and UC-Berkeley
ugp1,4,UDP-glucose pyrophosphorylase1,,http://www.maizegdb.org/cgi-bin/displaylocusrecord.cgi?id=64409,T14797,chr7,-1,GRMZM2G032003,1,Can't proof,http://genomevolution.org/r/25gg,,AC233910.1_FG005,Sb02g032250,PAC:18181652,Os09g38030,Bradi4g37350,http://genomevolution.org/r/25gh,No Gene Identified by Maizesequence.org,NA,,
vpp1,4,vacuolar proton pump homolog1,,http://www.maizegdb.org/cgi-bin/displaylocusrecord.cgi?id=118875,AY103622,chr9,-1,GRMZM2G014240,1,Good,http://genomevolution.org/r/25e8,,GRMZM2G148200,Sb10g005250,PAC:18197356,Os06g08080,Bradi1g47770,http://genomevolution.org/r/25e9,GRMZM2G069095,Different Assignment,,"Neither gene maps to correct chromosome, different GenBank records match different genes"
wip1,4,wound induced protein1,,http://www.maizegdb.org/cgi-bin/displaylocusrecord.cgi?id=46003,X71396,chr8,-1,GRMZM2G156632,2,Good,http://genomevolution.org/r/25td,,too big a gap,Sb03g007180,PAC:18178587,Os01g04050,Bradi2g02150,http://genomevolution.org/r/26ay,No Gene Identified by Maizesequence.org,NA,,
zag4,4,zea agamous4,,http://www.maizegdb.org/cgi-bin/displaylocusrecord.cgi?id=41327,L46399,chr9,-1,GRMZM2G531231,1,weird gene model,http://genomevolution.org/r/25zh,,AC195587.4_FG005,Sb10g004390,PAC:18199200,Os06g06750,Bradi1g48520,http://genomevolution.org/r/25zi,No Gene Identified by Maizesequence.org,NA,,
zmm6,4,Zea mays MADS6,,http://www.maizegdb.org/cgi-bin/displaylocusrecord.cgi?id=105274,AJ430692,chr1,1,GRMZM2G159397,1,Good,http://genomevolution.org/r/25tp,GRMZM2G098986,too big a gap,Sb07g026180,PAC:18187519,Os08g41950,Bradi3g41260,http://genomevolution.org/r/26hx,No Gene Identified by Maizesequence.org,NA,,
a4,3,anthocyaninless4,Y,http://www.maizegdb.org/cgi-bin/displaylocusrecord.cgi?id=402641,Y16040,chr8,1,GRMZM2G013726,2,Good|inverted repeats surround gene,http://genomevolution.org/r/25e6,,GRMZM2G026930,Sb03g028890,PAC:18178383,Os01g44260,Bradi2g44480,http://genomevolution.org/r/25e7,No Gene Identified by Maizesequence.org,NA,,
adf1,3,actin depolymerizing factor1,,http://www.maizegdb.org/cgi-bin/displaylocusrecord.cgi?id=113739,X80820,chr7,1,GRMZM2G117603,1,Good,http://genomevolution.org/r/25pm,,GRMZM2G097122,Sb02g033380,PAC:18182325,Os07g30090,Bradi1g27720,http://genomevolution.org/r/25pn,No Gene Identified by Maizesequence.org,NA,,
ahh1,3,adenosyl homocysteine hydrolase1,,http://www.maizegdb.org/cgi-bin/displaylocusrecord.cgi?id=82085,AW424691,chr4,1,GRMZM2G015295,1,Can't proof,http://genomevolution.org/r/25ei,GRMZM2G494688,no synteny,too big a gap,too big a gap,Os11g26850,Bradi4g19460,http://genomevolution.org/r/25ej,No Gene Identified by Maizesequence.org,NA,,
akh1,3,aspartate kinase-homoserine dehydrogenase1,,http://www.maizegdb.org/cgi-bin/displaylocusrecord.cgi?id=66588,L33912,chr4,,GRMZM2G365423-GRMZM2G389303-GRMZM2G437977,2,Gene split by maizesequence.org three genes,http://genomevolution.org/r/25xh,,no synteny,too big a gap,too big a gap,no synteny,no synteny,http://genomevolution.org/r/26cz,No Gene Identified by Maizesequence.org,NA,,
amyb5,3,beta amylase5,,http://www.maizegdb.org/cgi-bin/displaylocusrecord.cgi?id=850838,Z25871,chr7,1,GRMZM2G058310,1,Good,http://genomevolution.org/r/25io,GRMZM2G358467,GRMZM5G803981,Sb02g035600,PAC:18184782,Os07g35940,Bradi1g25440,http://genomevolution.org/r/25ip,GRMZM2G058310,Identical Assignment,,
ane1,3,androgenic embryo1,Y,http://www.maizegdb.org/cgi-bin/displaylocusrecord.cgi?id=918124,AJ011559,chr4,-1,GRMZM2G039942,NA,Good,http://genomevolution.org/r/25hg,,no synteny,no synteny,no synteny,no synteny,no synteny,http://genomevolution.org/r/25hh,No Gene Identified by Maizesequence.org,NA,,
ane3,3,androgenic embryo3,Y,http://www.maizegdb.org/cgi-bin/displaylocusrecord.cgi?id=918125,AJ307880,chr10,1,GRMZM2G372553,1,Can't proof,http://genomevolution.org/r/25xj,,chr4:33965165-34606808,Sb07g003415,PAC:18187702,chr8:2932877-3054776,chr3:15151970-15264370,http://genomevolution.org/r/26d0,GRMZM2G372553,Identical Assignment,,
cal2,3,calmodulin2,,http://www.maizegdb.org/cgi-bin/displaylocusrecord.cgi?id=112129,X77397,chr3,1,GRMZM2G067511,1,Good,http://genomevolution.org/r/25jg,,no synteny,chr3:10895034-11088655,PAC:18178427,Os01g16240,Bradi2g10010,http://genomevolution.org/r/26g3,GRMZM2G067511,Identical Assignment,,
cal3,3,calmodulin3,,http://www.maizegdb.org/cgi-bin/displaylocusrecord.cgi?id=112124,X77396,chr1,1,GRMZM2G152891,1,Good,http://genomevolution.org/r/25sn,GRMZM2G452760,too big a gap,Sb01g037010,PAC:18193248,Os03g20370,Bradi1g64020,http://genomevolution.org/r/26hs,No Gene Identified by Maizesequence.org,NA,,
cesa1,3,cellulose synthase1,,http://www.maizegdb.org/cgi-bin/displaylocusrecord.cgi?id=309268,AF200525,chr8,1,GRMZM2G112336,2,Good,http://genomevolution.org/r/25p0,,no synteny,Sb09g005280,PAC:18169857,too big a gap,Bradi2g34240,http://genomevolution.org/r/25p1,No Gene Identified by Maizesequence.org,NA,,
cesa2,3,cellulose synthase2,,http://www.maizegdb.org/cgi-bin/displaylocusrecord.cgi?id=309271,AF200526,chr6,1,GRMZM2G027723,1,Good,http://genomevolution.org/r/25g8,,no synteny,Sb09g005280,PAC:18169857,Os05g08370,Bradi2g34240,http://genomevolution.org/r/25g9,No Gene Identified by Maizesequence.org,NA,,
cesa3,3,cellulose synthase3,,http://www.maizegdb.org/cgi-bin/displaylocusrecord.cgi?id=309274,AF200527,chr3,1,GRMZM2G039454,1,Good,http://genomevolution.org/r/25he,,chr8:16642444-17713224,Sb03g004310,PAC:18179439,chr1:3437238-3858481,Bradi2g03380,http://genomevolution.org/r/26fq,No Gene Identified by Maizesequence.org,NA,,
cesa5,3,cellulose synthase5,,http://www.maizegdb.org/cgi-bin/displaylocusrecord.cgi?id=309286,AF200529,chr1,-1,GRMZM2G111642,1,Good,http://genomevolution.org/r/25os,GRMZM2G111837,chr5:2739978-3476421,Sb01g004210,PAC:18190769,Os03g59340,Bradi1g04600,http://genomevolution.org/r/26h6,GRMZM2G111642,Identical Assignment,,
cesa6,3,cellulose synthase6,,http://www.maizegdb.org/cgi-bin/displaylocusrecord.cgi?id=309305,AF200530,chr1,1,GRMZM2G113137,1,Good,http://genomevolution.org/r/25p4,,chr5:1194120-1638151,Sb01g002050,PAC:18194540,Os03g62090,Bradi1g02510,http://genomevolution.org/r/26h7,GRMZM2G113137,Identical Assignment,,
cesa7,3,cellulose synthase7,,http://www.maizegdb.org/cgi-bin/displaylocusrecord.cgi?id=309291,AF200531,chr7,-1,GRMZM2G025231,1,Good,http://genomevolution.org/r/25fu,,GRMZM2G028353,Sb02g010110,PAC:18181460,Os07g24190,Bradi1g29060,http://genomevolution.org/r/25fv,GRMZM2G025231,Identical Assignment,,
cesa8,3,cellulose synthase8,,http://www.maizegdb.org/cgi-bin/displaylocusrecord.cgi?id=309307,AF200532,chr7,1,GRMZM2G177631,1,Good,http://genomevolution.org/r/25vh,,GRMZM2G082580,Sb02g007810,PAC:18182624,too big a gap,Bradi1g53210,http://genomevolution.org/r/26ia,GRMZM2G177631,Identical Assignment,,
cesa9,3,cellulose synthase9,,http://www.maizegdb.org/cgi-bin/displaylocusrecord.cgi?id=309315,AF200533,chr2,,GRMZM2G018241,2,partial identical duplicate:GRMZM2G150404 |assembly errors?,http://genomevolution.org/r/25f4,GRMZM2G150404||GRMZM2G319836||GRMZM2G452739,GRMZM2G424832,Sb02g006290,PAC:18183648,Os07g10770,Bradi1g54250,http://genomevolution.org/r/25f5,No Gene Identified by Maizesequence.org,NA,,
chn3,3,chitinase3,,http://www.maizegdb.org/cgi-bin/displaylocusrecord.cgi?id=65643,L16798,chr5,1,GRMZM2G389582,1,Good,http://genomevolution.org/r/25xr,GRMZM2G064360,GRMZM2G145461,chr10:60362013-60952691,PAC:18196692,Os06g51050,Bradi1g29890,http://genomevolution.org/r/26d4,No Gene Identified by Maizesequence.org,NA,,
cip1,3,cytokinin inducible protease1,,http://www.maizegdb.org/cgi-bin/displaylocusrecord.cgi?id=64584,T14785,chr10,1,GRMZM2G009443,1,Can't proof,http://genomevolution.org/r/25do,,no synteny,chr8:15672577-16127244,PAC:18188479,no synteny,Bradi4g39880,http://genomevolution.org/r/263d,No Gene Identified by Maizesequence.org,NA,,
crr2,3,cytokinin response regulator2,,http://www.maizegdb.org/cgi-bin/displaylocusrecord.cgi?id=248630,AB031012,chr10,1,GRMZM2G392101,2,Good,http://genomevolution.org/r/25xt,,GRMZM2G040736,Sb06g032600,PAC:18203897,Os04g57720,Bradi5g25860,http://genomevolution.org/r/25xu,No Gene Identified by Maizesequence.org,NA,,
crt2,3,calreticulin2,,http://www.maizegdb.org/cgi-bin/displaylocusrecord.cgi?id=117679,X89813,chr7,-1,GRMZM2G358059,1,Good,http://genomevolution.org/r/25x9,,GRMZM2G074687,Sb02g007480,chr2:9068052-9459326,Os07g14270,chr1:51525345-51829532,http://genomevolution.org/r/26ik,GRMZM2G358059,Identical Assignment,,
cyp8,3,cytochrome P-450 8,,http://www.maizegdb.org/cgi-bin/displaylocusrecord.cgi?id=54682,L23209,chr1,1,GRMZM2G167986,1,Good,http://genomevolution.org/r/25uj,GRMZM5G825885,too big a gap,Sb01g022690,PAC:18193629,Os10g26340,no synteny,http://genomevolution.org/r/25uk,GRMZM2G167986,Identical Assignment,,
dbf3,3,DRE-binding protein3,,http://www.maizegdb.org/cgi-bin/displaylocusrecord.cgi?id=952759,AY964718,,-1,GRMZM2G124037,2,Good,http://genomevolution.org/r/25qe,GRMZM2G124011,GRMZM2G069082,Sb02g030320,PAC:18183469,Os09g35020,Bradi4g35650,http://genomevolution.org/r/26hd,No Gene Identified by Maizesequence.org,NA,,
dmt101,3,DNA methyl transferase1,,http://www.maizegdb.org/cgi-bin/displaylocusrecord.cgi?id=306165,AF229183,chr7,-1,GRMZM2G333916,1,Good,http://genomevolution.org/r/25wl,,no synteny,Sb02g004680,PAC:18180811,Os07g08500,Bradi1g55290,http://genomevolution.org/r/25wm,No Gene Identified by Maizesequence.org,NA,,
elfg1,3,elongation factor gamma1,,http://www.maizegdb.org/cgi-bin/displaylocusrecord.cgi?id=64574,T14690,chr6,1,GRMZM2G122871,2,Can't proof,http://genomevolution.org/r/25q8,,no synteny,Sb10g022570,PAC:18199136,too big a gap,Bradi1g37490,http://genomevolution.org/r/25q9,No Gene Identified by Maizesequence.org,NA,,
expa1,3,alpha expansin1,,http://www.maizegdb.org/cgi-bin/displaylocusrecord.cgi?id=403647,AY104146,chr3,-1,GRMZM2G339122,1,Good,http://genomevolution.org/r/25wv,,chr8:170225998-170797408,Sb03g038290,PAC:18177506,Os01g60770,Bradi2g53580,http://genomevolution.org/r/26ih,GRMZM2G339122,Identical Assignment,,
fea2,3,fasciated ear2,Y,http://www.maizegdb.org/cgi-bin/displaylocusrecord.cgi?id=308904,AY055124,chr4,-1,GRMZM2G104925,2,Good,http://genomevolution.org/r/25oa,,too big a gap,Sb04g025240,PAC:18174128,Os02g39100,Bradi3g48060,http://genomevolution.org/r/26h1,No Gene Identified by Maizesequence.org,NA,,
hda108,3,histone deacetylase,,http://www.maizegdb.org/cgi-bin/displaylocusrecord.cgi?id=887773,AF440226,chr4,-1,GRMZM2G136067,2,Good,http://genomevolution.org/r/25r6,,no synteny,too big a gap,PAC:18186379,no synteny,no synteny,http://genomevolution.org/r/25r7,GRMZM2G136067,Identical Assignment,,
his2a1,3,histone2A1,,http://www.maizegdb.org/cgi-bin/displaylocusrecord.cgi?id=77942,U08225,chr9,1,GRMZM2G305046,2,Good,http://genomevolution.org/r/25vx,GRMZM2G305035,too big a gap,Sb01g039240,PAC:18191957,Os03g17100,Bradi1g66360,http://genomevolution.org/r/25vy,No Gene Identified by Maizesequence.org,NA,,
his2b1,3,histone2b1,,http://www.maizegdb.org/cgi-bin/displaylocusrecord.cgi?id=25942,X57312,chr7,1,GRMZM2G071959,1,Good,http://genomevolution.org/r/25jw,,GRMZM2G057852,Sb02g025410,chr2:28772140-29369437,chr9:15818244-16396427,chr4:36651237-37160395,http://genomevolution.org/r/26g4,No Gene Identified by Maizesequence.org,NA,,
his2b2,3,histone2b2,,http://www.maizegdb.org/cgi-bin/displaylocusrecord.cgi?id=65112,X57313,chr4,-1,GRMZM2G119071,2,Good,http://genomevolution.org/r/25pw,GRMZM2G553422,no synteny,Sb07g022370,PAC:18187016,chr8:22231845-22466035,no synteny,http://genomevolution.org/r/25px,No Gene Identified by Maizesequence.org,NA,,
hsk1,3,high-sulfur keratin homolog1,,http://www.maizegdb.org/cgi-bin/displaylocusrecord.cgi?id=64561,T14673,chr9,-1,GRMZM5G844723,2,Can't proof,http://genomevolution.org/r/260g,,too big a gap,chr1:58795354-59707921,chr1:43070226-43850689,chr3:12522642-13228664,chr1:61561193-62320099,http://genomevolution.org/r/26ed,No Gene Identified by Maizesequence.org,NA,,
hsp101,3,heat-shock protein 101,,http://www.maizegdb.org/cgi-bin/displaylocusrecord.cgi?id=652094,AF077337,chr6,1,GRMZM2G360681,1,Good,http://genomevolution.org/r/25xd,,too big a gap,Sb09g025900,PAC:18168555,Os05g44340,Bradi2g19540,http://genomevolution.org/r/26il,GRMZM2G360681,Identical Assignment,,
igl1,3,indole-3-glycerol phosphate lyase1,,http://www.maizegdb.org/cgi-bin/displaylocusrecord.cgi?id=934735,NM_001111532,chr1,-1,GRMZM2G046191,1,Assignment corrected by maizesequence.org,,,,,,,,,GRMZM2G046191,Different Assignment,http://genomevolution.org/r/26k0,"The original GenBank record we used (U82201) was incorrect. Using NM_001111532, our identification now agrees with maizesequence.orgs "
kch2,3,potassium channel2,,http://www.maizegdb.org/cgi-bin/displaylocusrecord.cgi?id=958832,AJ132686,chr8,1,AC234152.1_FG007-AC234152.1_FG002,2,Gene split by maizesequence.org,http://genomevolution.org/r/25cg,,too big a gap,Sb09g021210,too big a gap,chr5:20322584-21033855,Bradi2g24450,http://genomevolution.org/r/262u,No Gene Identified by Maizesequence.org,NA,,
kch3,3,potassium channel3,,http://www.maizegdb.org/cgi-bin/displaylocusrecord.cgi?id=975928,AY461584,chr4,1,GRMZM2G081666,2,Good,http://genomevolution.org/r/25ks,,GRMZM2G178356,Sb04g008780,PAC:18172433,Os02g14840,Bradi3g09290,http://genomevolution.org/r/26gb,GRMZM2G081666,Identical Assignment,,
lpa1,3,low phytic acid1,,http://www.maizegdb.org/cgi-bin/displaylocusrecord.cgi?id=242403,AF323175,chr1,1,GRMZM2G155242,1,Good,http://genomevolution.org/r/25t3,,GRMZM2G004528,Sb01g044290,PAC:18192344,Os03g09250,Bradi1g71670,http://genomevolution.org/r/25t4,GRMZM2G155242,Identical Assignment,,
lpa2,3,low phytic acid2,,http://www.maizegdb.org/cgi-bin/displaylocusrecord.cgi?id=301214,AY172635,chr1,-1,GRMZM2G456626,1,Good,http://genomevolution.org/r/25z7,,too big a gap,Sb01g028090,PAC:18195322,Os10g42550,Bradi3g34350,http://genomevolution.org/r/26dt,GRMZM2G456626,Identical Assignment,,
mads1,3,MADS1,,http://www.maizegdb.org/cgi-bin/displaylocusrecord.cgi?id=617663,AF112148,chr9,1,GRMZM2G171365,2,Good,http://genomevolution.org/r/25ux,,GRMZM2G026223,Sb01g049020,PAC:18195918,Os03g03100,Bradi1g77020,http://genomevolution.org/r/25uy,GRMZM2G171365,Identical Assignment,,
meg1,3,maternally expressed gene1,,http://www.maizegdb.org/cgi-bin/displaylocusrecord.cgi?id=894726,AY536120,chr7,1,GRMZM2G354335,1,Maizesequence.org adds to extra exons,http://genomevolution.org/r/25x7,GRMZM2G116212||GRMZM2G137959||GRMZM2G145466||GRMZM2G175896||GRMZM2G175912||GRMZM2G181051||GRMZM2G573952||GRMZM2G573956,no synteny,too big a gap,chr2:5621305-6247358,chr7:4506584-4989949,chr1:53134436-53575698,http://genomevolution.org/r/26cu,No Gene Identified by Maizesequence.org,NA,,
mir1,3,maize insect resistance1,,http://www.maizegdb.org/cgi-bin/displaylocusrecord.cgi?id=116182,AF019145,chr6,-1,GRMZM2G150276,2,Good,http://genomevolution.org/r/25sb,GRMZM2G150256,too big a gap,Sb10g027980,too big a gap,chr6:28229592-28756822,chr1:28110523-29020642,http://genomevolution.org/r/26ag,No Gene Identified by Maizesequence.org,NA,,
mrpa3,3,multidrug resistance-associated protein3,,http://www.maizegdb.org/cgi-bin/displaylocusrecord.cgi?id=9019766,AY609318,chr9,1,GRMZM2G111903,1,Good,http://genomevolution.org/r/25ou,,too big a gap,Sb10g004070,PAC:18196968,Os06g06440,Bradi1g48700,http://genomevolution.org/r/25ov,No Gene Identified by Maizesequence.org,NA,,
myb2,3,myb2,,http://www.maizegdb.org/cgi-bin/displaylocusrecord.cgi?id=115996,AF458962,chr3,1,AC203535.4_FG001,1,Good,http://genomevolution.org/r/25bu,GRMZM5G826686||GRMZM5G882384,too big a gap,Sb03g044450,chr3:43681517-44108333,chr1:40516492-40965296,chr2:56751927-57123741,http://genomevolution.org/r/26ex,GRMZM2G081557,Different Assignment,http://genomevolution.org/r/26jd,Two independent GenBank Records for myb2 hit the gene we identified as myb. Neither shows any similarity to gene identified by maizesequence.org. The maizesequence.org gene is located on chr10 but myb2 is located on chr3 according to maizegdb locus page.
ocl1,3,outer cell layer1,,http://www.maizegdb.org/cgi-bin/displaylocusrecord.cgi?id=223027,Y17898,chr3,1,GRMZM2G026643,1,Good,http://genomevolution.org/r/25g2,,no synteny,Sb03g008090,PAC:18176511,no synteny,no synteny,http://genomevolution.org/r/25g3,No Gene Identified by Maizesequence.org,NA,,
p2,3,pericarp color2,Y,http://www.maizegdb.org/cgi-bin/displaylocusrecord.cgi?id=484812,AF210617,chr1,1,GRMZM2G057027,1,duplicate of P1,http://genomevolution.org/r/25la,,GRMZM2G022686,Sb01g037690,PAC:18191887,Os03g19120,Bradi1g64140,http://genomevolution.org/r/2670,No Gene Identified by Maizesequence.org,NA,,
pcna1,3,proliferating cell nuclear antigen1,,http://www.maizegdb.org/cgi-bin/displaylocusrecord.cgi?id=113517,X79065,chr5,1,GRMZM2G030523,1,Good,http://genomevolution.org/r/25ge,,GRMZM2G108712,Sb04g036440,PAC:18174009,Os02g56130,Bradi3g54630,http://genomevolution.org/r/25gf,GRMZM2G030523,Identical Assignment,,
pdc2,3,pyruvate decarboxylase2,,http://www.maizegdb.org/cgi-bin/displaylocusrecord.cgi?id=25424,D14456,chr8,-1,GRMZM2G038821,2,Good,http://genomevolution.org/r/25h8,,too big a gap,Sb03g005240,PAC:18179749,Os01g06660,Bradi2g03840,http://genomevolution.org/r/25h9,GRMZM2G038821,Identical Assignment,,
pdc3,3,pyruvate decarboxylase3,,http://www.maizegdb.org/cgi-bin/displaylocusrecord.cgi?id=25425,D14457,chr1,-1,GRMZM2G087186,1,Good,http://genomevolution.org/r/25lu,GRMZM5G841025,chr9:136732624-137539640,Sb01g038360,PAC:18193994,Os03g18220,Bradi1g65440,http://genomevolution.org/r/26gk,GRMZM2G087186,Identical Assignment,,
pdi1,3,protein disulfide isomerase1,,http://www.maizegdb.org/cgi-bin/displaylocusrecord.cgi?id=82183,AY739284,chr4,-1,GRMZM2G091481,1,Good,http://genomevolution.org/r/25mi,GRMZM2G393320,no synteny,Sb05g006150,PAC:18201635,Os11g09280,too big a gap,http://genomevolution.org/r/26gp,No Gene Identified by Maizesequence.org,NA,,
pgl8,3,exopolygalacturonase8,,http://www.maizegdb.org/cgi-bin/displaylocusrecord.cgi?id=66201,X64408,chr6,-1,GRMZM2G394259,2,Good,http://genomevolution.org/r/25xx,,no synteny,Sb10g024010,too big a gap,Os06g40890,Bradi1g36100,http://genomevolution.org/r/26d7,No Gene Identified by Maizesequence.org,NA,,
phot1,3,blue-light receptor phototropin 1,,http://www.maizegdb.org/cgi-bin/displaylocusrecord.cgi?id=199156,AF033263,chr3,1,GRMZM2G001457,2,Good,http://genomevolution.org/r/25cw,,no synteny,Sb08g000260,PAC:18189258,Os11g01140,Bradi4g45310,http://genomevolution.org/r/25cx,No Gene Identified by Maizesequence.org,NA,,
phyB1,3,phytochromeB1,,http://www.maizegdb.org/cgi-bin/displaylocusrecord.cgi?id=30051,DQ307579,chr1,1,GRMZM2G124532,1,maizesequence.org CDS starts too late (insertion into B73 exon?),http://genomevolution.org/r/25qg,,GRMZM2G092174,Sb01g037340,PAC:18193872,Os03g19590,Bradi1g64360,http://genomevolution.org/r/25qh,No Gene Identified by Maizesequence.org,NA,,
piip1,3,physical impedance induced protein1,,http://www.maizegdb.org/cgi-bin/displaylocusrecord.cgi?id=411266,AF001634,chr9,1,AC234161.1_FG001,2,Good,http://genomevolution.org/r/25ck,AC234161.1_FG002,GRMZM2G094639,Sb01g029630,PAC:18194443,Os10g40420,Bradi3g32930,http://genomevolution.org/r/25cl,No Gene Identified by Maizesequence.org,NA,,
pip1e,3,plasma membrane intrinsic protein1,,http://www.maizegdb.org/cgi-bin/displaylocusrecord.cgi?id=403369,AF326489,chr4,-1,GRMZM2G081843,2,Good,http://genomevolution.org/r/25ku,,no synteny,Sb04g037800,PAC:18174589,Os02g57720,Bradi3g56020,http://genomevolution.org/r/25kv,GRMZM2G081843,Identical Assignment,,
pip1f,3,plasma membrane intrinsic protein1,,http://www.maizegdb.org/cgi-bin/displaylocusrecord.cgi?id=403372,AF326490,chr9,1,GRMZM2G136032,1,Good,http://genomevolution.org/r/25r4,,chr6:111520500-111730296,Sb10g007610,PAC:18199627,chr6:5814961-6206831,chr1:43860799-44292265,http://genomevolution.org/r/26hj,GRMZM2G136032,Identical Assignment,,
pip2b,3,plasma membrane intrinsic protein2,,http://www.maizegdb.org/cgi-bin/displaylocusrecord.cgi?id=403378,AF326492,chr2,1,GRMZM2G092125,2,Good,http://genomevolution.org/r/25mo,,GRMZM2G014914,Sb02g010760,too big a gap,too big a gap,Bradi1g28760,http://genomevolution.org/r/25mp,GRMZM2G092125,Identical Assignment,,
pip2c,3,plasma membrane intrinsic protein2,,http://www.maizegdb.org/cgi-bin/displaylocusrecord.cgi?id=403381,AF326493,chr4,1,GRMZM2G081192,2,Good,http://genomevolution.org/r/25ko,GRMZM2G081333,GRMZM2G178706,Sb04g026650,PAC:18173785,Os02g41860,Bradi3g49360,http://genomevolution.org/r/25kp,GRMZM2G081192,Identical Assignment,,
pip2d,3,plasma membrane intrinsic protein2,,http://www.maizegdb.org/cgi-bin/displaylocusrecord.cgi?id=403384,AF326494,chr5,1,GRMZM2G154628,1,Good,http://genomevolution.org/r/25sv,,too big a gap,Sb04g032430,PAC:18170819,Os02g44630,Bradi3g51390,http://genomevolution.org/r/26aq,GRMZM2G154628,Identical Assignment,,
pip2e,3,plasma membrane intrinsic protein2,,http://www.maizegdb.org/cgi-bin/displaylocusrecord.cgi?id=403375,AF326491,chr7,-1,GRMZM2G014914,1,Good,http://genomevolution.org/r/25eg,GRMZM2G047368,GRMZM2G092125,Sb02g010760,PAC:18181054,too big a gap,Bradi1g28760,http://genomevolution.org/r/25eh,No Gene Identified by Maizesequence.org,NA,,
pip2f,3,plasma membrane intrinsic protein2,,http://www.maizegdb.org/cgi-bin/displaylocusrecord.cgi?id=403387,AF326495,chr7,-1,GRMZM2G047368,1,Good,http://genomevolution.org/r/25hs,,too big a gap,too big a gap,PAC:18181068,too big a gap,Bradi1g28760,http://genomevolution.org/r/265c,No Gene Identified by Maizesequence.org,NA,,
pk4,3,protein kinase4,,http://www.maizegdb.org/cgi-bin/displaylocusrecord.cgi?id=306170,AF141378,chr3,1,GRMZM2G014833,1,Good,http://genomevolution.org/r/25ee,,GRMZM2G136400,Sb03g035170,PAC:18179149,Os01g55450,Bradi2g50440,http://genomevolution.org/r/25ef,No Gene Identified by Maizesequence.org,NA,,
pki1,3,protein kinase inhibitor1,,http://www.maizegdb.org/cgi-bin/displaylocusrecord.cgi?id=104301,Z29643,chr1,-1,GRMZM2G018728,1,Good,http://genomevolution.org/r/25fa,,too big a gap,Sb01g036830,PAC:18195393,Os03g20630,Bradi1g63860,http://genomevolution.org/r/25fb,No Gene Identified by Maizesequence.org,NA,,
pmg1,3,phosphoglycerate mutase1,,http://www.maizegdb.org/cgi-bin/displaylocusrecord.cgi?id=25939,Z33612,chr8,-1,GRMZM5G833389,2,Good,http://genomevolution.org/r/2600,,GRMZM2G003385,Sb03g038020,PAC:18176072,Os01g60190,Bradi2g53340,http://genomevolution.org/r/2601,No Gene Identified by Maizesequence.org,NA,,
prf1,3,profilin homolog1,,http://www.maizegdb.org/cgi-bin/displaylocusrecord.cgi?id=51449,X73279,chr6,1,GRMZM2G074361,1,Good,http://genomevolution.org/r/25k6,,GRMZM2G109842,Sb09g026120,PAC:18168727,chr5:25962071-26565743,Bradi2g19360,http://genomevolution.org/r/26g7,GRMZM2G074361,Identical Assignment,,
qm1,3,QM1 homolog1,,http://www.maizegdb.org/cgi-bin/displaylocusrecord.cgi?id=77936,U06108,chr5,-1,GRMZM2G087233,2,Good,http://genomevolution.org/r/25lw,,GRMZM2G027451,Sb01g015470,chr1:12141774-13209266,no synteny,chr1:12210976-12768966,http://genomevolution.org/r/26gl,GRMZM2G087233,Identical Assignment,,
rbap1,3,WD-repeat protein RBAP1,,http://www.maizegdb.org/cgi-bin/displaylocusrecord.cgi?id=452219,AF250047,chr8,1,GRMZM2G316113,2,Good,http://genomevolution.org/r/25w7,,GRMZM2G137965,Sb03g032630,PAC:18179604,Os01g51300,Bradi2g47940,http://genomevolution.org/r/25w8,No Gene Identified by Maizesequence.org,NA,,
ris2,3,iron-sulfur protein2,,http://www.maizegdb.org/cgi-bin/displaylocusrecord.cgi?id=66387,W49887,,-1,GRMZM2G162748,1,Can't proof,http://genomevolution.org/r/25tz,GRMZM2G162805,GRMZM2G038365,chr4:10212873-10952629,PAC:18172396,Os02g15560,no synteny,http://genomevolution.org/r/26i0,No Gene Identified by Maizesequence.org,NA,,
rpl17,3,ribosomal protein L17,,http://www.maizegdb.org/cgi-bin/displaylocusrecord.cgi?id=82182,AF034948,chr4,-1,GRMZM2G702426,2,Good,http://genomevolution.org/r/25zp,,GRMZM2G148744,Sb07g026305,PAC:18186773,Os08g41810,Bradi3g41150,http://genomevolution.org/r/25zq,GRMZM2G702426,Identical Assignment,,
rpot1,3,RNA polymerase T phage-like 1,,http://www.maizegdb.org/cgi-bin/displaylocusrecord.cgi?id=165004,AF127021,chr7,1,GRMZM2G381395,1,Good,http://genomevolution.org/r/25xp,,too big a gap,Sb02g039520,chr2:43060846-43660824,chr7:25585675-26175382,chr1:16357976-17102850,http://genomevolution.org/r/26in,No Gene Identified by Maizesequence.org,NA,,
